timestamp,close
2016-01-04 05:00:00+00:00,109.5
2016-01-05 05:00:00+00:00,109.31
2016-01-06 05:00:00+00:00,108.26
2016-01-07 05:00:00+00:00,104.87
2016-01-08 05:00:00+00:00,104.01
2016-01-11 05:00:00+00:00,104.33
2016-01-12 05:00:00+00:00,105.54
2016-01-13 05:00:00+00:00,101.9
2016-01-14 05:00:00+00:00,104.07
2016-01-15 05:00:00+00:00,100.84
2016-01-19 05:00:00+00:00,101.06
2016-01-20 05:00:00+00:00,100.75
2016-01-21 05:00:00+00:00,100.85
2016-01-22 05:00:00+00:00,103.77
2016-01-25 05:00:00+00:00,102.23
2016-01-26 05:00:00+00:00,103.15
2016-01-27 05:00:00+00:00,100.58
2016-01-28 05:00:00+00:00,102.0
2016-01-29 05:00:00+00:00,104.13
2016-02-01 05:00:00+00:00,104.41
2016-02-02 05:00:00+00:00,102.15
2016-02-03 05:00:00+00:00,101.66
2016-02-04 05:00:00+00:00,101.65
2016-02-05 05:00:00+00:00,98.12
2016-02-08 05:00:00+00:00,96.62
2016-02-09 05:00:00+00:00,96.32
2016-02-10 05:00:00+00:00,96.69
2016-02-11 05:00:00+00:00,96.55
2016-02-12 05:00:00+00:00,98.02
2016-02-16 05:00:00+00:00,100.23
2016-02-17 05:00:00+00:00,102.5
2016-02-18 05:00:00+00:00,101.33
2016-02-19 05:00:00+00:00,101.63
2016-02-22 05:00:00+00:00,103.28
2016-02-23 05:00:00+00:00,101.58
2016-02-24 05:00:00+00:00,102.55
2016-02-25 05:00:00+00:00,103.56
2016-02-26 05:00:00+00:00,103.43
2016-02-29 05:00:00+00:00,102.5
2016-03-01 05:00:00+00:00,105.79
2016-03-02 05:00:00+00:00,105.83
2016-03-03 05:00:00+00:00,105.63
2016-03-04 05:00:00+00:00,105.67
2016-03-07 05:00:00+00:00,105.02
2016-03-08 05:00:00+00:00,104.15
2016-03-09 05:00:00+00:00,104.82
2016-03-10 05:00:00+00:00,104.66
2016-03-11 05:00:00+00:00,106.49
2016-03-14 04:00:00+00:00,106.67
2016-03-15 04:00:00+00:00,106.63
2016-03-16 04:00:00+00:00,107.58
2016-03-17 04:00:00+00:00,107.52
2016-03-18 04:00:00+00:00,107.37
2016-03-21 04:00:00+00:00,107.79
2016-03-22 04:00:00+00:00,108.12
2016-03-23 04:00:00+00:00,107.23
2016-03-24 04:00:00+00:00,107.26
2016-03-28 04:00:00+00:00,107.11
2016-03-29 04:00:00+00:00,108.83
2016-03-30 04:00:00+00:00,109.36
2016-03-31 04:00:00+00:00,109.2
2016-04-01 04:00:00+00:00,110.36
2016-04-04 04:00:00+00:00,109.94
2016-04-05 04:00:00+00:00,108.88
2016-04-06 04:00:00+00:00,110.67
2016-04-07 04:00:00+00:00,109.08
2016-04-08 04:00:00+00:00,109.0
2016-04-11 04:00:00+00:00,108.6
2016-04-12 04:00:00+00:00,109.51
2016-04-13 04:00:00+00:00,110.91
2016-04-14 04:00:00+00:00,110.92
2016-04-15 04:00:00+00:00,110.64
2016-04-18 04:00:00+00:00,111.23
