timestamp,close
2016-01-04 05:00:00+00:00,223.41
2016-01-05 05:00:00+00:00,223.43
2016-01-06 05:00:00+00:00,219.04
2016-01-07 05:00:00+00:00,215.65
2016-01-08 05:00:00+00:00,211.0
2016-01-11 05:00:00+00:00,207.85
2016-01-12 05:00:00+00:00,209.97
2016-01-13 05:00:00+00:00,200.31
2016-01-14 05:00:00+00:00,206.18
2016-01-15 05:00:00+00:00,204.99
2016-01-19 05:00:00+00:00,204.72
2016-01-20 05:00:00+00:00,198.7
2016-01-21 05:00:00+00:00,199.97
2016-01-22 05:00:00+00:00,202.55
2016-01-25 05:00:00+00:00,196.38
2016-01-26 05:00:00+00:00,193.56
2016-01-27 05:00:00+00:00,188.07
2016-01-28 05:00:00+00:00,189.7
2016-01-29 05:00:00+00:00,191.2
2016-02-01 05:00:00+00:00,196.94
2016-02-02 05:00:00+00:00,182.78
2016-02-03 05:00:00+00:00,173.48
2016-02-04 05:00:00+00:00,175.33
2016-02-05 05:00:00+00:00,162.6
2016-02-08 05:00:00+00:00,147.99
2016-02-09 05:00:00+00:00,148.25
2016-02-10 05:00:00+00:00,143.67
2016-02-11 05:00:00+00:00,150.47
2016-02-12 05:00:00+00:00,151.04
2016-02-16 05:00:00+00:00,155.17
2016-02-17 05:00:00+00:00,168.68
2016-02-18 05:00:00+00:00,166.77
2016-02-19 05:00:00+00:00,166.58
2016-02-22 05:00:00+00:00,177.74
2016-02-23 05:00:00+00:00,177.21
2016-02-24 05:00:00+00:00,179.0
2016-02-25 05:00:00+00:00,187.43
2016-02-26 05:00:00+00:00,190.34
2016-02-29 05:00:00+00:00,191.93
2016-03-01 05:00:00+00:00,186.35
2016-03-02 05:00:00+00:00,188.34
2016-03-03 05:00:00+00:00,195.74
2016-03-04 05:00:00+00:00,201.04
2016-03-07 05:00:00+00:00,205.29
2016-03-08 05:00:00+00:00,202.6
2016-03-09 05:00:00+00:00,208.72
2016-03-10 05:00:00+00:00,205.18
2016-03-11 05:00:00+00:00,207.5
2016-03-14 04:00:00+00:00,215.15
2016-03-15 04:00:00+00:00,218.34
2016-03-16 04:00:00+00:00,221.93
2016-03-17 04:00:00+00:00,226.38
2016-03-18 04:00:00+00:00,232.74
2016-03-21 04:00:00+00:00,238.32
2016-03-22 04:00:00+00:00,234.24
2016-03-23 04:00:00+00:00,222.58
2016-03-24 04:00:00+00:00,227.75
2016-03-28 04:00:00+00:00,230.26
2016-03-29 04:00:00+00:00,230.13
2016-03-30 04:00:00+00:00,226.89
2016-03-31 04:00:00+00:00,229.77
2016-04-01 04:00:00+00:00,237.59
2016-04-04 04:00:00+00:00,246.99
2016-04-05 04:00:00+00:00,255.47
2016-04-06 04:00:00+00:00,265.42
2016-04-07 04:00:00+00:00,257.2
2016-04-08 04:00:00+00:00,250.07
2016-04-11 04:00:00+00:00,249.92
2016-04-12 04:00:00+00:00,247.82
2016-04-13 04:00:00+00:00,254.53
2016-04-14 04:00:00+00:00,251.86
2016-04-15 04:00:00+00:00,254.51
2016-04-18 04:00:00+00:00,253.88
2016-04-19 04:00:00+00:00,247.37
2016-04-20 04:00:00+00:00,249.97
2016-04-21 04:00:00+00:00,248.29
2016-04-22 04:00:00+00:00,253.75
2016-04-25 04:00:00+00:00,251.82
2016-04-26 04:00:00+00:00,253.74
2016-04-27 04:00:00+00:00,251.47
2016-04-28 04:00:00+00:00,247.71
2016-04-29 04:00:00+00:00,240.76
2016-05-02 04:00:00+00:00,241.8
2016-05-03 04:00:00+00:00,232.32
2016-05-04 04:00:00+00:00,222.56
2016-05-05 04:00:00+00:00,211.53
2016-05-06 04:00:00+00:00,214.93
2016-05-09 04:00:00+00:00,208.92
2016-05-10 04:00:00+00:00,208.69
2016-05-11 04:00:00+00:00,208.96
2016-05-12 04:00:00+00:00,207.28
2016-05-13 04:00:00+00:00,207.61
2016-05-16 04:00:00+00:00,208.29
2016-05-17 04:00:00+00:00,204.66
2016-05-18 04:00:00+00:00,211.17
2016-05-19 04:00:00+00:00,215.21
2016-05-20 04:00:00+00:00,220.28
2016-05-23 04:00:00+00:00,216.22
2016-05-24 04:00:00+00:00,217.91
2016-05-25 04:00:00+00:00,219.58
2016-05-26 04:00:00+00:00,225.12
2016-05-27 04:00:00+00:00,223.04
2016-05-31 04:00:00+00:00,223.23
2016-06-01 04:00:00+00:00,219.56
2016-06-02 04:00:00+00:00,218.96
2016-06-03 04:00:00+00:00,218.99
2016-06-06 04:00:00+00:00,220.68
2016-06-07 04:00:00+00:00,232.34
2016-06-08 04:00:00+00:00,235.52
2016-06-09 04:00:00+00:00,229.36
2016-06-10 04:00:00+00:00,218.79
2016-06-13 04:00:00+00:00,217.87
2016-06-14 04:00:00+00:00,214.96
2016-06-15 04:00:00+00:00,217.7
2016-06-16 04:00:00+00:00,217.93
2016-06-17 04:00:00+00:00,215.47
2016-06-20 04:00:00+00:00,219.7
2016-06-21 04:00:00+00:00,219.61
2016-06-22 04:00:00+00:00,196.66
2016-06-23 04:00:00+00:00,196.4
2016-06-24 04:00:00+00:00,193.15
2016-06-27 04:00:00+00:00,198.55
2016-06-28 04:00:00+00:00,201.79
2016-06-29 04:00:00+00:00,210.19
2016-06-30 04:00:00+00:00,212.28
2016-07-01 04:00:00+00:00,216.5
2016-07-05 04:00:00+00:00,213.98
2016-07-06 04:00:00+00:00,214.44
2016-07-07 04:00:00+00:00,215.94
2016-07-08 04:00:00+00:00,216.78
2016-07-11 04:00:00+00:00,224.78
2016-07-12 04:00:00+00:00,224.65
2016-07-13 04:00:00+00:00,222.53
2016-07-14 04:00:00+00:00,221.53
2016-07-15 04:00:00+00:00,220.4
2016-07-18 04:00:00+00:00,226.25
2016-07-19 04:00:00+00:00,225.26
2016-07-20 04:00:00+00:00,228.36
2016-07-21 04:00:00+00:00,220.5
2016-07-22 04:00:00+00:00,222.27
2016-07-25 04:00:00+00:00,230.01
2016-07-26 04:00:00+00:00,229.51
2016-07-27 04:00:00+00:00,228.49
2016-07-28 04:00:00+00:00,230.61
2016-07-29 04:00:00+00:00,234.79
2016-08-01 04:00:00+00:00,230.01
2016-08-02 04:00:00+00:00,227.2
2016-08-03 04:00:00+00:00,225.79
2016-08-04 04:00:00+00:00,230.61
2016-08-05 04:00:00+00:00,230.03
2016-08-08 04:00:00+00:00,226.16
2016-08-09 04:00:00+00:00,229.08
2016-08-10 04:00:00+00:00,225.65
2016-08-11 04:00:00+00:00,224.91
2016-08-12 04:00:00+00:00,225.61
2016-08-15 04:00:00+00:00,225.59
2016-08-16 04:00:00+00:00,223.61
2016-08-17 04:00:00+00:00,223.24
2016-08-18 04:00:00+00:00,223.51
2016-08-19 04:00:00+00:00,225.0
2016-08-22 04:00:00+00:00,222.93
2016-08-23 04:00:00+00:00,224.84
2016-08-24 04:00:00+00:00,222.62
2016-08-25 04:00:00+00:00,220.96
2016-08-26 04:00:00+00:00,219.99
2016-08-29 04:00:00+00:00,215.2
2016-08-30 04:00:00+00:00,211.34
2016-08-31 04:00:00+00:00,212.01
2016-09-01 04:00:00+00:00,200.77
2016-09-02 04:00:00+00:00,197.78
2016-09-06 04:00:00+00:00,202.83
2016-09-07 04:00:00+00:00,201.71
2016-09-08 04:00:00+00:00,197.36
2016-09-09 04:00:00+00:00,194.47
2016-09-12 04:00:00+00:00,198.3
2016-09-13 04:00:00+00:00,196.05
2016-09-14 04:00:00+00:00,196.41
2016-09-15 04:00:00+00:00,200.42
2016-09-16 04:00:00+00:00,205.4
2016-09-19 04:00:00+00:00,206.34
2016-09-20 04:00:00+00:00,204.64
2016-09-21 04:00:00+00:00,205.22
2016-09-22 04:00:00+00:00,206.43
2016-09-23 04:00:00+00:00,207.45
2016-09-26 04:00:00+00:00,208.99
2016-09-27 04:00:00+00:00,205.81
2016-09-28 04:00:00+00:00,206.27
2016-09-29 04:00:00+00:00,200.7
2016-09-30 04:00:00+00:00,204.03
2016-10-03 04:00:00+00:00,213.7
2016-10-04 04:00:00+00:00,211.41
2016-10-05 04:00:00+00:00,208.46
2016-10-06 04:00:00+00:00,201.0
2016-10-07 04:00:00+00:00,196.61
2016-10-10 04:00:00+00:00,200.95
2016-10-11 04:00:00+00:00,200.1
2016-10-12 04:00:00+00:00,201.51
2016-10-13 04:00:00+00:00,200.24
2016-10-14 04:00:00+00:00,196.51
2016-10-17 04:00:00+00:00,193.96
2016-10-18 04:00:00+00:00,199.1
2016-10-19 04:00:00+00:00,203.56
2016-10-20 04:00:00+00:00,199.1
2016-10-21 04:00:00+00:00,200.09
2016-10-24 04:00:00+00:00,202.76
2016-10-25 04:00:00+00:00,202.34
2016-10-26 04:00:00+00:00,202.24
2016-10-27 04:00:00+00:00,204.01
2016-10-28 04:00:00+00:00,199.97
2016-10-31 04:00:00+00:00,197.73
2016-11-01 04:00:00+00:00,190.79
2016-11-02 04:00:00+00:00,188.02
2016-11-03 04:00:00+00:00,187.42
2016-11-04 04:00:00+00:00,190.56
2016-11-07 05:00:00+00:00,193.21
2016-11-08 05:00:00+00:00,194.94
2016-11-09 05:00:00+00:00,190.06
2016-11-10 05:00:00+00:00,185.35
